id,name,type,status,manufacturer,manufacturer_abbr,user,user_abbr,image_proof_link,image_proof_link_direct,year_first_produced,confirmed_lost_date
4251,MT-LB,Armored Fighting Vehicles,destroyed,Soviet Union,USSR,Russia,RU,https://twitter.com/UAWeapons/status/1545356472699289600,https://twitter.com/UAWeapons/status/1545356472699289600,1970.0,
4252,MT-LB,Armored Fighting Vehicles,destroyed,Soviet Union,USSR,Russia,RU,https://twitter.com/Blue_Sauron/status/1545662172029673473,https://twitter.com/Blue_Sauron/status/1545662172029673473,1970.0,
4253,MT-LB,Armored Fighting Vehicles,destroyed,Soviet Union,USSR,Russia,RU,https://twitter.com/Blue_Sauron/status/1545668249886474241,https://twitter.com/Blue_Sauron/status/1545668249886474241,1970.0,
4254,MT-LB,Armored Fighting Vehicles,destroyed,Soviet Union,USSR,Russia,RU,https://twitter.com/Blue_Sauron/status/1545668249886474241,https://twitter.com/Blue_Sauron/status/1545668249886474241,1970.0,
4255,MT-LB,Armored Fighting Vehicles,destroyed,Soviet Union,USSR,Russia,RU,https://twitter.com/UAWeapons/status/1546089606365552640,https://twitter.com/UAWeapons/status/1546089606365552640,1970.0,
4256,MT-LB,Armored Fighting Vehicles,destroyed,Soviet Union,USSR,Russia,RU,https://postimg.cc/wMv4MPKW,https://i.postimg.cc/wMv4MPKW/1006.jpg,1970.0,
4257,MT-LB,Armored Fighting Vehicles,destroyed,Soviet Union,USSR,Russia,RU,https://postimg.cc/yN6GwTWK,https://i.postimg.cc/yN6GwTWK/1014-mtlb-destr-08-01-24.jpg,1970.0,2024-01-08
4258,MT-LB,Armored Fighting Vehicles,destroyed,Soviet Union,USSR,Russia,RU,https://postimg.cc/TPyPcvcf,https://i.postimg.cc/TPyPcvcf/1005.jpg,1970.0,
4259,MT-LB,Armored Fighting Vehicles,destroyed,Soviet Union,USSR,Russia,RU,https://postimg.cc/gJWPGKj7,https://i.postimg.cc/gJWPGKj7/1001.jpg,1970.0,
4260,MT-LB,Armored Fighting Vehicles,destroyed,Soviet Union,USSR,Russia,RU,https://postimg.cc/tTNGJVV4,https://i.postimg.cc/tTNGJVV4/1002.jpg,1970.0,2022-04-12
4261,MT-LB,Armored Fighting Vehicles,destroyed,Soviet Union,USSR,Russia,RU,https://postimg.cc/C5vyHT7y,https://i.postimg.cc/C5vyHT7y/1003.jpg,1970.0,2022-04-20
4262,MT-LB,Armored Fighting Vehicles,destroyed,Soviet Union,USSR,Russia,RU,https://postimg.cc/QxvsrFVB,https://i.postimg.cc/QxvsrFVB/1023-mtlb.jpg,1970.0,
4263,MT-LB,Armored Fighting Vehicles,destroyed,Soviet Union,USSR,Russia,RU,https://postimg.cc/QVL9CqcX,https://i.postimg.cc/QVL9CqcX/1004.jpg,1970.0,
4264,MT-LB,Armored Fighting Vehicles,destroyed,Soviet Union,USSR,Russia,RU,https://twitter.com/UAWeapons/status/1550928068444913671,https://twitter.com/UAWeapons/status/1550928068444913671,1970.0,
4265,MT-LB,Armored Fighting Vehicles,destroyed,Soviet Union,USSR,Russia,RU,https://twitter.com/UAWeapons/status/1550928100623622146,https://twitter.com/UAWeapons/status/1550928100623622146,1970.0,
4266,MT-LB,Armored Fighting Vehicles,destroyed,Soviet Union,USSR,Russia,RU,https://twitter.com/UAWeapons/status/1552403997805404166,https://twitter.com/UAWeapons/status/1552403997805404166,1970.0,
4267,MT-LB,Armored Fighting Vehicles,destroyed,Soviet Union,USSR,Russia,RU,https://twitter.com/UAWeapons/status/1555931635752771590,https://twitter.com/UAWeapons/status/1555931635752771590,1970.0,
4268,MT-LB,Armored Fighting Vehicles,destroyed,Soviet Union,USSR,Russia,RU,https://postimg.cc/h4kxGnK4,https://i.postimg.cc/h4kxGnK4/1000-mtlb.jpg,1970.0,
4269,MT-LB,Armored Fighting Vehicles,destroyed,Soviet Union,USSR,Russia,RU,https://postimg.cc/DmJpccjq,https://i.postimg.cc/BZMW4Y2w/date.png,1970.0,
4270,MT-LB,Armored Fighting Vehicles,destroyed,Soviet Union,USSR,Russia,RU,https://postimg.cc/9rsFgVjL,https://i.postimg.cc/httzjPZR/date.png,1970.0,
4271,MT-LB,Armored Fighting Vehicles,destroyed,Soviet Union,USSR,Russia,RU,https://postimg.cc/svWvr1mk,https://i.postimg.cc/Qx45cTTd/date.png,1970.0,
4272,MT-LB,Armored Fighting Vehicles,destroyed,Soviet Union,USSR,Russia,RU,https://postimg.cc/m2xGjMj2,https://i.postimg.cc/m2xGjMj2/1006-mtlb.jpg,1970.0,2022-08-09
4273,MT-LB,Armored Fighting Vehicles,destroyed,Soviet Union,USSR,Russia,RU,https://twitter.com/UAWeapons/status/1557039848179089409,https://twitter.com/UAWeapons/status/1557039848179089409,1970.0,
4274,MT-LB,Armored Fighting Vehicles,destroyed,Soviet Union,USSR,Russia,RU,https://twitter.com/UAWeapons/status/1557111929927237632,https://twitter.com/UAWeapons/status/1557111929927237632,1970.0,
